leadership,awards,certifications,activities,languages
,,,"beach cleaning drives and blood donation camps;Member of Artist Forum of NITK, an initiative to inspire Engineers at NITK into arts;I have taken up web designing as a hobby and have created the following websites: http://mforum;in I am a sincere, dedicated and hard working person, very enthusiastic to learn new things and;I am easily adaptable to different situations and good as a team member",
