leadership,awards,certifications,activities,languages
,,,"Worked as the Student Coordinator for College website development;Member of Organising Committee of Simplineer, an event in Engineer 2009, Annual technical;Received Certificate of Merit by Institute of Engineers (IE) and second topper of batch in 2006-;Executive member of Web Club of NIT Karnataka;Secured All India Rank 3108 in the IIT-Joint Entrance Examination, 2007 (Top 1% out of a total",
