leadership,awards,certifications,activities,languages
,,,"and breakdown ( chemistry event ) 4;Member of Kannada Vedike Club at NITK 5;I am an enthusiastic,hardworking person who is a good team player;I like working in a team as I;am open to ideas and eager to share ideas and give suggestions when required",
