leadership,awards,certifications,activities,languages
work environment where you learn by interacting and socializing with your peers;countenance is necessary to keep yourself and everyone around you in good spirits;I also strongly feel that good physical health will lead to a sound mental health and self confidence,,,"I am currently part of the college lawn tennis team;I am an active member of the NITK IEEE Students' Chapter and was part of the IEEE Student;and am very passionate about team events;Did a project in Electronics and Radar Development (LRDE), Defense Research and Development;Organization (DRDO) on the development of a high speed channel data splitter",
