leadership,awards,certifications,activities,languages
learn quickly from my mistakes;I like to experiment and explore;I like to spend time with my,,,"I am a fast learner and can adapt very quickly to changing conditions;I am a team player;I am passionate, committed and sincere about things I like;I believe imagination is;more powerful than knowledge",
